index,negotiation_arrangement,name,billing_code_type,billing_code_type_version,billing_code,description,bundled_codes_billing_code_type,bundled_codes_billing_code_type_version,bundled_codes_billing_code,bundled_codes_description,covered_services_billing_code_type,covered_services_billing_code_type_version,covered_services_billing_code,covered_services_description,negotiated_rates_provider_groups_npi,negotiated_rates_provider_groups_tin_type,negotiated_rates_provider_groups_tin_value,negotiated_rates_negotiated_prices_negotiated_type,negotiated_rates_negotiated_prices_negotiated_rate,negotiated_rates_negotiated_prices_expiration_date,negotiated_rates_negotiated_prices_service_code,negotiated_rates_negotiated_prices_billing_class 
271467,ffs,"SHAVING OF EPIDERMAL OR DERMAL LESION,SINGLE LESION,SCALP,NECK",CPT,2022,11307,"SHAVING OF EPIDERMAL OR DERMAL LESION,SINGLE LESION,SCALP,NECK",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
310285,ffs,"SPLIT GRAFT, TRUNK/SCALP/ARMS/LEGS/ETC. UP TO 100 CM/1% BODY",CPT,2022,15040,"SPLIT GRAFT, TRUNK/SCALP/ARMS/LEGS/ETC. UP TO 100 CM/1% BODY",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
357155,ffs,"MOHS MICROGRAPHIC TECHNIQUE, INCL REMOVAL OF ALL GROSS TUMOR,",CPT,2022,17314,"MOHS MICROGRAPHIC TECHNIQUE, INCL REMOVAL OF ALL GROSS TUMOR,",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
437839,ffs,INCISION AND DRAINAGE; DEEP ABSCESS OR HEMATOMA,CPT,2022,23030,INCISION AND DRAINAGE; DEEP ABSCESS OR HEMATOMA,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
434068,ffs,"BIOPSY, SOFT TISSUES; DEEP",CPT,2022,23066,"BIOPSY, SOFT TISSUES; DEEP",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
454575,ffs,INCISION AND DRAINAGE; INFECTED BURSA,CPT,2022,23931,INCISION AND DRAINAGE; INFECTED BURSA,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
564171,ffs,"BIOPSY, SOFT TISSUES; SUPERFICIAL",CPT,2022,27040,"BIOPSY, SOFT TISSUES; SUPERFICIAL",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
563910,ffs,"BIOPSY, SOFT TISSUES; DEEP",CPT,2022,27041,"BIOPSY, SOFT TISSUES; DEEP",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
593149,ffs,"DECOMPRESSION FASCIOTOMY,THIGH AND/OR KNEE,MULTIPLE COMPARTMEN",CPT,2022,27498,"DECOMPRESSION FASCIOTOMY,THIGH AND/OR KNEE,MULTIPLE COMPARTMEN",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
680239,ffs,"OPEN TRMT OF INTERPHALANGEAL JOINT DISLOCATION,INC INT FIX,WHN",CPT,2022,28675,"OPEN TRMT OF INTERPHALANGEAL JOINT DISLOCATION,INC INT FIX,WHN",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
754992,ffs,"BRONCHOSCOPY RIGID OR FLEXIBLE, W/WITHOUT FLUOROSCIPIC GUIDNCE",CPT,2022,31638,"BRONCHOSCOPY RIGID OR FLEXIBLE, W/WITHOUT FLUOROSCIPIC GUIDNCE",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
775328,ffs,REMOVAL OF IMPLANTABLE DEFIB PLSE GEN W/RPLCMNT OF IMPLANTABLE,CPT,2022,33262,REMOVAL OF IMPLANTABLE DEFIB PLSE GEN W/RPLCMNT OF IMPLANTABLE,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
772005,ffs,"ENDOSCOPY, SURGICAL;OPERATIVE TISSUE ABLATION AND RECONSTRUCTN",CPT,2022,33265,"ENDOSCOPY, SURGICAL;OPERATIVE TISSUE ABLATION AND RECONSTRUCTN",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
777057,ffs,REPAIR OF CORONARY ARTERIOVENOUS OR ARTERIOCARDIAC CHAMBER FIS,CPT,2022,33500,REPAIR OF CORONARY ARTERIOVENOUS OR ARTERIOCARDIAC CHAMBER FIS,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
787833,ffs,"DIRECT OR PATCH CLOSURE,SINUS VENOUS,WITH OR WITHOUT ANOMALOUS",CPT,2022,33645,"DIRECT OR PATCH CLOSURE,SINUS VENOUS,WITH OR WITHOUT ANOMALOUS",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
791512,ffs,WITH REPAIR OF SUBPULMONIC OBSTRUCTION,CPT,2022,33777,WITH REPAIR OF SUBPULMONIC OBSTRUCTION,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
798071,ffs,"OPEN REPAIR OF INFRARENAL AORTIC ANEURYSM OR DISSEC, PLUS",CPT,2022,34832,"OPEN REPAIR OF INFRARENAL AORTIC ANEURYSM OR DISSEC, PLUS",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
808072,ffs,"REPAIR BLOOD VESSELS OR A-V FISTULA,DIRECT,NECK",CPT,2022,35201,"REPAIR BLOOD VESSELS OR A-V FISTULA,DIRECT,NECK",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
811571,ffs,"THROMBOENDARTERECTOMY, W OR W/O PATCH GRAFT; COMB AORTOILIAC",CPT,2022,35363,"THROMBOENDARTERECTOMY, W OR W/O PATCH GRAFT; COMB AORTOILIAC",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
814025,ffs,INSERTION OF TUNNELED CENTRALLY INSERTED CENTRAL,CPT,2022,36560,INSERTION OF TUNNELED CENTRALLY INSERTED CENTRAL,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
824503,ffs,"INSERTION OF PERIPHERALLY INSERTED CENTRAL VENOUS CATHETER, W/",CPT,2022,36568,"INSERTION OF PERIPHERALLY INSERTED CENTRAL VENOUS CATHETER, W/",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
840356,ffs,"TRANSCATHETER PLCMNT OF AN INTRAVASCULAR STENT(S), OPEN OR PER",CPT,2022,37236,"TRANSCATHETER PLCMNT OF AN INTRAVASCULAR STENT(S), OPEN OR PER",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
842996,ffs,BLOOD-DERIVED HEMATOPOEITIC PROGENITOR CELL HARVESTING ETC,CPT,2022,38206,BLOOD-DERIVED HEMATOPOEITIC PROGENITOR CELL HARVESTING ETC,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
851422,ffs,"THORACIC LYMPHADENECTOMY, THORACOTOMY, MEDIASTINAL AND REG LYM",CPT,2022,38792,"THORACIC LYMPHADENECTOMY, THORACOTOMY, MEDIASTINAL AND REG LYM",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
897920,ffs,"ESOPHAGOSCOPY, FLEX, TRANSORAL; W/RMVL OF TUMOR(S), POLYP(S),",CPT,2022,43217,"ESOPHAGOSCOPY, FLEX, TRANSORAL; W/RMVL OF TUMOR(S), POLYP(S),",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
918161,ffs,"LIGATION, DIRECT, ESOPHAGEAL VARICES",CPT,2022,43400,"LIGATION, DIRECT, ESOPHAGEAL VARICES",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
922511,ffs,ENTEROTOMY EXPLOR/FOREIGN BODY REMOV;SM BOWEL OTH THAN DUODEN,CPT,2022,44020,ENTEROTOMY EXPLOR/FOREIGN BODY REMOV;SM BOWEL OTH THAN DUODEN,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
921934,ffs,COLECTOMY TOTAL WITH PROCTECTOMY AND ILEOSTOMY,CPT,2022,44156,COLECTOMY TOTAL WITH PROCTECTOMY AND ILEOSTOMY,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
921942,ffs,"COLECTOMY, TOTAL, ABDOMINAL, WITH PROCTECTOMY;W/ILEOANAL ANAST",CPT,2022,44157,"COLECTOMY, TOTAL, ABDOMINAL, WITH PROCTECTOMY;W/ILEOANAL ANAST",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
964808,ffs,BACKBENCH RECONSTRUCTION OF CADAVER OR LIVING DONOR,CPT,2022,47146,BACKBENCH RECONSTRUCTION OF CADAVER OR LIVING DONOR,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
972997,ffs,"BILIARY ENDOSCOPY,PERCUT VIA T-TUBE;DILAT BILIARY DUCT STRICTU",CPT,2022,47556,"BILIARY ENDOSCOPY,PERCUT VIA T-TUBE;DILAT BILIARY DUCT STRICTU",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
990118,ffs,"REPAIR, INITIAL INGUINAL HERNIA, PRETERM INFANT (LESS THAN 37",CPT,2022,49491,"REPAIR, INITIAL INGUINAL HERNIA, PRETERM INFANT (LESS THAN 37",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1036849,ffs,CYSTOURETHROSCOPY,CPT,2022,52354,CYSTOURETHROSCOPY,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1054262,ffs,EXCISION OF PENILE PLACQUE (PEYRONIE DISEASE);,CPT,2022,54162,EXCISION OF PENILE PLACQUE (PEYRONIE DISEASE);,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1078991,ffs,VAGINECTOMY COMPLETE REMOVAL OF VAGINAL WALL WITH REMOVAL,CPT,2022,57112,VAGINECTOMY COMPLETE REMOVAL OF VAGINAL WALL WITH REMOVAL,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1137646,ffs,"ORBITOCRANIAL APPROACH TO ANTERIOR CRANIAL FOSSA, EXTRADURAL",CPT,2022,61585,"ORBITOCRANIAL APPROACH TO ANTERIOR CRANIAL FOSSA, EXTRADURAL",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1138709,ffs,"RESECTION OR EXC OF NEOPLASTIC, VASC OR INFECT LESION OF PARAS",CPT,2022,61607,"RESECTION OR EXC OF NEOPLASTIC, VASC OR INFECT LESION OF PARAS",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
429907,ffs,"PERCUTANEOUS INTRADISCAL ELECTROTHERMAL ANNULOPLASTY, UNILATER",CPT,2022,22526,"PERCUTANEOUS INTRADISCAL ELECTROTHERMAL ANNULOPLASTY, UNILATER",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
773906,ffs,OPERATIVE ABLATION OF SUPRAVENTRICULAR ARRHYTHMOGENIC FOCUS,CPT,2022,33250,OPERATIVE ABLATION OF SUPRAVENTRICULAR ARRHYTHMOGENIC FOCUS,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
773930,ffs,"OPERATIVE TISSUE ALBATION AND RECONSTRUCTION OF ATRIA, EXTENSI",CPT,2022,33255,"OPERATIVE TISSUE ALBATION AND RECONSTRUCTION OF ATRIA, EXTENSI",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
773932,ffs,"OPERATIVE TISSUE ALBATION AND RECONSTRUCTION OF ATRIA, EXTENSI",CPT,2022,33256,"OPERATIVE TISSUE ALBATION AND RECONSTRUCTION OF ATRIA, EXTENSI",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
791513,ffs,WITH REPAIR OF SUBPULMONIC OBSTRUCTION,CPT,2022,33777,WITH REPAIR OF SUBPULMONIC OBSTRUCTION,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
802649,ffs,"BYPASS GRAFT,VEIN,AXILLARY-FEMORAL",CPT,2022,35533,"BYPASS GRAFT,VEIN,AXILLARY-FEMORAL",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
921634,ffs,"VAGOTOMY AND PYLOROPLASTY,WITH OR WITHOUT GASTROSTOMY",CPT,2022,43641,"VAGOTOMY AND PYLOROPLASTY,WITH OR WITHOUT GASTROSTOMY",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
922504,ffs,"ENTERECTOMY, RESECTION OF SMALL INTESTINE, EACH ADDITION",CPT,2022,44128,"ENTERECTOMY, RESECTION OF SMALL INTESTINE, EACH ADDITION",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
921945,ffs,"COLECTOMY, TOTAL, ABDOMINAL, WITH PROCTECTOMY;W/ILEOANAL ANAST",CPT,2022,44158,"COLECTOMY, TOTAL, ABDOMINAL, WITH PROCTECTOMY;W/ILEOANAL ANAST",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
2981748,ffs,ALL INCL ANCIL,RC,2022,240,ALL INCL ANCIL,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
254586,ffs,"DEBRIDEMENT OF SKIN, SUBCUTANEOUS TISSUE, MUSCLE AND FASCIA FO",CPT,2022,11006,"DEBRIDEMENT OF SKIN, SUBCUTANEOUS TISSUE, MUSCLE AND FASCIA FO",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
269290,ffs,"SHAVING OF EPIDERMAL OR DERMAL LESION,FACE,EARS,EYELIDS,NOSE,L",CPT,2022,11310,"SHAVING OF EPIDERMAL OR DERMAL LESION,FACE,EARS,EYELIDS,NOSE,L",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
320350,ffs,"TISSUE CULTURED SKIN AUTOGRAFT,FACE,SCALP,EYELIDS,MOUTH,NECK,E",CPT,2022,15156,"TISSUE CULTURED SKIN AUTOGRAFT,FACE,SCALP,EYELIDS,MOUTH,NECK,E",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
365718,ffs,"MASTECTOMY, PARTIAL (EG, LUMPECTOMY, TYLECTOMY, QUADRANTECTOMY",CPT,2022,19301,"MASTECTOMY, PARTIAL (EG, LUMPECTOMY, TYLECTOMY, QUADRANTECTOMY",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
429124,ffs,OPEN TRTMNT &/OR REDUCTION OF ODONTOID FRACTURE,CPT,2022,22319,OPEN TRTMNT &/OR REDUCTION OF ODONTOID FRACTURE,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
452924,ffs,"BIOPSY, SOFT TISSUES; SUPERFICIAL",CPT,2022,24065,"BIOPSY, SOFT TISSUES; SUPERFICIAL",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
503648,ffs,OPEN TREATMENT OF DISTAL RADIAL EXTRA-ARTICULAR FRACTURE OR EP,CPT,2022,25608,OPEN TREATMENT OF DISTAL RADIAL EXTRA-ARTICULAR FRACTURE OR EP,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
568319,ffs,"INCISION, DEEP, WITH OPENING OF BONE CORTEX FOR OSTEOMYELITIS",CPT,2022,26992,"INCISION, DEEP, WITH OPENING OF BONE CORTEX FOR OSTEOMYELITIS",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
574505,ffs,OPEN TREATMENT OF ACETABULAR FRACTURE(S)INVOLVING ANTERIOR OR,CPT,2022,27227,OPEN TREATMENT OF ACETABULAR FRACTURE(S)INVOLVING ANTERIOR OR,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
593774,ffs,"DECOMPRESSION FASCIOTOMY,THIGH AND/OR KNEE,ONE COMPARTMENT(FLE",CPT,2022,27496,"DECOMPRESSION FASCIOTOMY,THIGH AND/OR KNEE,ONE COMPARTMENT(FLE",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
603555,ffs,"BIOPSY, SOFT TISSUES; DEEP",CPT,2022,27614,"BIOPSY, SOFT TISSUES; DEEP",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
627619,ffs,OPEN TRMT FX OF WEIGHT BEARING ARTICULAR SURFACE/PORTION TIBIA,CPT,2022,27826,OPEN TRMT FX OF WEIGHT BEARING ARTICULAR SURFACE/PORTION TIBIA,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
773905,ffs,OPERATIVE ABLATION OF SUPRAVENTRICULAR ARRHYTHMOGENIC FOCUS,CPT,2022,33250,OPERATIVE ABLATION OF SUPRAVENTRICULAR ARRHYTHMOGENIC FOCUS,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
775571,ffs,REMOVAL OF IMPLANTABLE DEFIB PLSE GEN W/RPLCMNT OF IMPLANTABLE,CPT,2022,33263,REMOVAL OF IMPLANTABLE DEFIB PLSE GEN W/RPLCMNT OF IMPLANTABLE,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
791201,ffs,SHUNT; SUBCLAVIAN TO PULMONARY ARTERY,CPT,2022,33764,SHUNT; SUBCLAVIAN TO PULMONARY ARTERY,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
788647,ffs,"EXCIS OF COARCTATION OF AORTA, W OR W/O ASSOC PATENT; ANAST",CPT,2022,33840,"EXCIS OF COARCTATION OF AORTA, W OR W/O ASSOC PATENT; ANAST",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
792724,ffs,EMBOLECTOMY/THROMBECTOMY W OR W/O CATHETER; CAROTID SUBCIAVIAN,CPT,2022,34111,EMBOLECTOMY/THROMBECTOMY W OR W/O CATHETER; CAROTID SUBCIAVIAN,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
802648,ffs,"BYPASS GRAFT,VEIN,AXILLARY-FEMORAL",CPT,2022,35533,"BYPASS GRAFT,VEIN,AXILLARY-FEMORAL",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
803485,ffs,INJECTION PROCEDURE FOR CONTRAST VENOGRAPHY(INCLUDING INTRODUC,CPT,2022,36002,INJECTION PROCEDURE FOR CONTRAST VENOGRAPHY(INCLUDING INTRODUC,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
803718,ffs,INJECTION PROCEDURE FOR CONTRAST VENOGRAPHY(INCLUDING INTRODUC,CPT,2022,36005,INJECTION PROCEDURE FOR CONTRAST VENOGRAPHY(INCLUDING INTRODUC,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
829924,ffs,REPLACEMENT COMPLETE OF A PERIPHERALLY,CPT,2022,36585,REPLACEMENT COMPLETE OF A PERIPHERALLY,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
832188,ffs,INS INTRVAS VC FILTR W/WO VAS ACS VSL SELXN RS&I,CPT,2022,37191,INS INTRVAS VC FILTR W/WO VAS ACS VSL SELXN RS&I,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
851427,ffs,"TRANSPLANT PREP OF HEMOPOETIC PROGENITOR CELLS, ETC.",CPT,2022,38211,"TRANSPLANT PREP OF HEMOPOETIC PROGENITOR CELLS, ETC.",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
860102,ffs,"REPAIR HERNIA DIAPHRAGMATIC (ESOPHAGEAL HIATAL),TRAUMATIC,ACUT",CPT,2022,39540,"REPAIR HERNIA DIAPHRAGMATIC (ESOPHAGEAL HIATAL),TRAUMATIC,ACUT",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
909891,ffs,"ESOPHAGOGASTRODUODENOSCOPY, FLEX, TRANSORAL; W/TRANSENDOSCOPIC",CPT,2022,43242,"ESOPHAGOGASTRODUODENOSCOPY, FLEX, TRANSORAL; W/TRANSENDOSCOPIC",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
914316,ffs,GASTRIC TUBE DX PLMT W/ASPIR MULT SPECIMENS,CPT,2022,43754,GASTRIC TUBE DX PLMT W/ASPIR MULT SPECIMENS,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
924983,ffs,"LAPAROSCOPY, SURGICAL; COLECTOMY, ETC",CPT,2022,44210,"LAPAROSCOPY, SURGICAL; COLECTOMY, ETC",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
923649,ffs,LAPAROSCOPY SURGICAL GASTRIC,CPT,2022,44213,LAPAROSCOPY SURGICAL GASTRIC,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
921961,ffs,COLOSTOMY OR SKIN LEVEL CECOSTOMY (SEPARATE PROCEDURE),CPT,2022,44322,COLOSTOMY OR SKIN LEVEL CECOSTOMY (SEPARATE PROCEDURE),,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
964810,ffs,BACKBENCH RECONSTRUCTION OF CADAVER OR LIVING DONOR,CPT,2022,47147,BACKBENCH RECONSTRUCTION OF CADAVER OR LIVING DONOR,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
973868,ffs,INTRO OF PERCUTAN TRANSHEPATIC CATH/STENT FOR BILIARY DRAINAGE,CPT,2022,47510,INTRO OF PERCUTAN TRANSHEPATIC CATH/STENT FOR BILIARY DRAINAGE,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
987246,ffs,"PERITONEAL-VENOUS SHUNT (E.G.,LEVEEN SHUNT)",CPT,2022,49425,"PERITONEAL-VENOUS SHUNT (E.G.,LEVEEN SHUNT)",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
992089,ffs,BACKBENCH STANDARD PREPARATION OF CADAVER DONOR RENAL ALLOGRFT,CPT,2022,50323,BACKBENCH STANDARD PREPARATION OF CADAVER DONOR RENAL ALLOGRFT,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1017283,ffs,"LAPAROSCOPY, SURGICAL;URETERONEOCYSTOSTOMY, ETC.",CPT,2022,50948,"LAPAROSCOPY, SURGICAL;URETERONEOCYSTOSTOMY, ETC.",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1061063,ffs,REMOVAL OR REPLACEMENT OF NON/INFLATABLE PENILE PROSTHESIS.,CPT,2022,54417,REMOVAL OR REPLACEMENT OF NON/INFLATABLE PENILE PROSTHESIS.,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1078992,ffs,"VAGINECTOMY, PARTIAL REMOVAL OF VAGINAL WALL WITH REMOVAL",CPT,2022,57107,"VAGINECTOMY, PARTIAL REMOVAL OF VAGINAL WALL WITH REMOVAL",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1097361,ffs,"LAPAROSCOPY,SURGICAL, ETC.",CPT,2022,58552,"LAPAROSCOPY,SURGICAL, ETC.",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1101694,ffs,"BILATERAL SALPINGO-OOPHORECTOMY WITH OMENTECTOMY, TOTAL ABDOMI",CPT,2022,58956,"BILATERAL SALPINGO-OOPHORECTOMY WITH OMENTECTOMY, TOTAL ABDOMI",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1132435,ffs,"CRANIECT,TREPHINAT,BONE FLAP CRANIOT;EXCIS EPILEPTOGENIC FOCUS",CPT,2022,61536,"CRANIECT,TREPHINAT,BONE FLAP CRANIOT;EXCIS EPILEPTOGENIC FOCUS",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1132516,ffs,CRANIOFACIAL APPROACH TO ANTERIOR CRANIAL FOSSA; EXTRADURAL,CPT,2022,61581,CRANIOFACIAL APPROACH TO ANTERIOR CRANIAL FOSSA; EXTRADURAL,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1134688,ffs,NJX DX/THER SBST INTRLMNR CRV/THRC W/IMG GDN,CPT,2022,62321,NJX DX/THER SBST INTRLMNR CRV/THRC W/IMG GDN,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
429642,ffs,"OSTEOTOMY SPINE,POST OR POSTEROLATERAL APRCH,3 COLS,1VERT SEGM",CPT,2022,22208,"OSTEOTOMY SPINE,POST OR POSTEROLATERAL APRCH,3 COLS,1VERT SEGM",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
429123,ffs,OPEN TRTMNT &/OR REDUCTION OF ODONTOID FRACTURE,CPT,2022,22318,OPEN TRTMNT &/OR REDUCTION OF ODONTOID FRACTURE,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
596319,ffs,"OPEN TREATMNT KNEE DISLOCATION,INC INT FIX,WHEN PERF;W/PRIMARY",CPT,2022,27557,"OPEN TREATMNT KNEE DISLOCATION,INC INT FIX,WHEN PERF;W/PRIMARY",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
787834,ffs,"DIRECT OR PATCH CLOSURE,SINUS VENOUS,WITH OR WITHOUT ANOMALOUS",CPT,2022,33645,"DIRECT OR PATCH CLOSURE,SINUS VENOUS,WITH OR WITHOUT ANOMALOUS",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
787836,ffs,"DIRECT OR PATCH CLOSURE,SINUS VENOUS,WITH OR WITHOUT ANOMALOUS",CPT,2022,33647,"DIRECT OR PATCH CLOSURE,SINUS VENOUS,WITH OR WITHOUT ANOMALOUS",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
791507,ffs,WITH CLOSURE OF VENTRICULAR SEPTAL DEFECT,CPT,2022,33776,WITH CLOSURE OF VENTRICULAR SEPTAL DEFECT,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
811572,ffs,"THROMBOENDARTERECTOMY, W OR W/O PATCH GRAFT; COMB AORTOILIAC",CPT,2022,35363,"THROMBOENDARTERECTOMY, W OR W/O PATCH GRAFT; COMB AORTOILIAC",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
922514,ffs,ENTEROTOMY EXPLOR/FOREIGN BODY REMOV;SM BOWEL OTH THAN DUODEN,CPT,2022,44021,ENTEROTOMY EXPLOR/FOREIGN BODY REMOV;SM BOWEL OTH THAN DUODEN,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
924984,ffs,"LAPAROSCOPY, SURGICAL; COLECTOMY, ETC",CPT,2022,44210,"LAPAROSCOPY, SURGICAL; COLECTOMY, ETC",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
